Customer_Status,Age,Gender,Income_Level,Tenure_Months,Inactive_Months_In_Last_12,Credit_Limit,Total_Trans_Amount,Total_Trans_Count,Avg_Utilization_Ratio
Existing Customer,43,F,Less than $40K,34,2,8771.0,3779,72,0.19
Existing Customer,64,M,Less than $40K,52,4,1709.0,1673,32,0.52
Existing Customer,60,M,$60K - $80K,50,1,9033.0,1661,35,0.09
Existing Customer,36,F,Less than $40K,24,1,3124.0,1652,41,0.51
Existing Customer,47,M,$80K - $120K,36,3,8217.0,1848,56,0.0
Existing Customer,41,F,$40K - $60K,32,1,3104.0,4699,77,0.63
Attrited Customer,63,M,$60K - $80K,52,4,14324.0,2083,56,0.18
Existing Customer,52,M,$60K - $80K,47,3,8185.0,4525,77,0.12
Existing Customer,44,F,Less than $40K,37,2,5594.0,5220,75,0.22
Existing Customer,37,F,Less than $40K,36,1,2509.0,1804,38,0.46
Existing Customer,38,M,$80K - $120K,29,3,2155.0,3781,61,0.6
Attrited Customer,49,F,Less than $40K,41,3,1603.0,2644,43,0.47
Existing Customer,43,M,$60K - $80K,33,2,6854.0,4578,72,0.0
Existing Customer,37,F,Unknown,20,2,9466.0,2503,70,0.0
Existing Customer,57,M,$80K - $120K,39,1,1438.3,5140,82,0.45
Existing Customer,65,F,Less than $40K,49,2,3297.0,1894,56,0.7
Existing Customer,42,F,Unknown,31,2,6751.0,7921,93,0.18
Existing Customer,52,F,Less than $40K,34,4,2001.0,4026,86,0.48
Existing Customer,45,M,Less than $40K,32,2,6637.0,1801,48,0.0
Existing Customer,44,M,$80K - $120K,34,1,7150.0,3636,69,0.26
Existing Customer,40,M,$80K - $120K,36,1,2126.0,2992,72,0.62
Attrited Customer,40,M,$80K - $120K,36,4,8958.0,2131,43,0.0
Existing Customer,56,F,$40K - $60K,46,3,2402.0,4610,76,0.79
Attrited Customer,40,F,Less than $40K,25,2,1438.3,2493,42,0.0
Existing Customer,44,M,$80K - $120K,36,2,19430.0,3650,80,0.0
Existing Customer,46,F,Unknown,38,2,16815.0,2976,65,0.0
Existing Customer,42,F,Less than $40K,37,1,6453.0,4822,74,0.0
Existing Customer,45,F,Less than $40K,34,4,2480.0,4114,66,0.76
Existing Customer,46,M,$60K - $80K,35,1,1535.0,1848,25,0.46
Existing Customer,45,F,Less than $40K,33,2,4174.0,7905,86,0.6
Existing Customer,31,F,Less than $40K,20,3,4712.0,2568,62,0.2
Existing Customer,37,M,$40K - $60K,29,3,1808.0,1744,35,0.56
Attrited Customer,43,M,$40K - $60K,36,3,9267.0,7991,90,0.0
Attrited Customer,46,M,$60K - $80K,37,3,2445.0,2216,39,0.35
Attrited Customer,41,M,$120K +,28,2,6314.0,2718,44,0.0
Attrited Customer,44,F,Less than $40K,36,3,1684.0,2275,45,0.0
Existing Customer,51,F,Unknown,36,3,17412.0,4997,84,0.04
Existing Customer,48,F,Less than $40K,36,3,3696.0,3405,76,0.0
Existing Customer,56,F,Unknown,52,1,17561.0,1608,33,0.0
Existing Customer,37,M,$60K - $80K,23,3,3034.0,2058,49,0.71
Existing Customer,43,F,Less than $40K,24,1,5544.0,3829,55,0.2
Attrited Customer,44,F,$40K - $60K,34,3,5508.0,7507,78,0.0
Existing Customer,38,F,Less than $40K,36,2,3764.0,1572,57,0.0
Existing Customer,53,M,$80K - $120K,41,3,16033.0,1158,31,0.04
Attrited Customer,53,F,Unknown,43,3,1790.0,2128,40,0.82
Existing Customer,49,F,Less than $40K,36,3,1438.3,4759,90,0.46
Existing Customer,53,M,$120K +,47,1,19081.0,1536,31,0.13
Existing Customer,60,F,Unknown,50,3,7459.0,4328,68,0.23
Existing Customer,48,F,Less than $40K,43,1,2089.0,5069,76,0.6
Existing Customer,43,F,Less than $40K,38,1,1521.0,4880,79,0.0
Existing Customer,37,F,Less than $40K,22,2,2448.0,4087,81,0.71
Existing Customer,63,M,$80K - $120K,51,3,10257.0,1508,30,0.1
Existing Customer,49,M,$80K - $120K,42,1,10155.0,1685,49,0.18
Existing Customer,32,M,$60K - $80K,26,2,5478.0,2456,55,0.27
Existing Customer,54,F,Less than $40K,48,2,2473.0,4823,72,0.71
Existing Customer,49,F,Less than $40K,36,1,3252.0,7418,90,0.77
Attrited Customer,54,F,Less than $40K,34,3,2223.0,2538,49,0.28
Existing Customer,61,F,Less than $40K,53,2,3396.0,1418,36,0.24
Existing Customer,50,M,$40K - $60K,31,3,9949.0,3776,83,0.16
Existing Customer,44,M,$80K - $120K,34,2,5293.0,4572,90,0.23
Existing Customer,38,M,$40K - $60K,31,1,5362.0,3548,69,0.21
Existing Customer,46,F,Less than $40K,41,2,2841.0,4144,73,0.64
Existing Customer,49,M,$60K - $80K,42,3,3783.0,4383,82,0.0
Attrited Customer,42,F,Less than $40K,23,3,1929.0,857,36,0.87
Existing Customer,53,F,Less than $40K,43,3,2172.0,4657,82,0.3
Existing Customer,60,F,$40K - $60K,52,2,2802.0,4392,81,0.9
Existing Customer,31,M,$40K - $60K,20,3,13734.0,2566,74,0.0
Existing Customer,49,M,$60K - $80K,44,1,5013.0,5223,84,0.0
Existing Customer,39,F,$40K - $60K,26,3,3142.0,3046,56,0.52
Existing Customer,50,M,$120K +,41,3,4607.0,4793,88,0.0
Existing Customer,54,F,Unknown,47,3,2156.0,4120,77,0.53
Existing Customer,45,F,Unknown,36,3,15875.0,1592,37,0.11
Existing Customer,56,F,Less than $40K,43,3,5254.0,4546,89,0.0
Existing Customer,45,F,$40K - $60K,37,3,1438.3,4459,66,0.0
Existing Customer,34,F,Less than $40K,27,2,5795.0,5674,78,0.16
Attrited Customer,52,M,$60K - $80K,40,4,23128.0,2050,35,0.08
Attrited Customer,48,M,$40K - $60K,36,2,2954.0,2433,29,0.32
Attrited Customer,41,F,Less than $40K,36,3,2201.0,2408,38,0.96
Existing Customer,42,F,Less than $40K,29,3,3422.0,4486,74,0.0
Existing Customer,42,F,Less than $40K,36,2,2526.0,4267,72,0.81
Existing Customer,38,F,Less than $40K,29,1,1878.0,4650,71,0.66
Existing Customer,45,F,Less than $40K,36,2,2658.0,4774,92,0.26
Existing Customer,29,F,Less than $40K,21,3,2298.0,4814,88,0.0
Existing Customer,44,F,Unknown,38,3,11474.0,3242,74,0.09
Existing Customer,42,F,$40K - $60K,36,2,16290.0,4232,79,0.0
Existing Customer,50,M,$120K +,37,3,15341.0,2916,65,0.07
Existing Customer,42,F,Unknown,32,3,4035.0,4589,89,0.25
Existing Customer,51,F,Less than $40K,36,1,1438.3,4866,65,0.0
Attrited Customer,59,F,Unknown,49,3,9076.0,3048,53,0.0
Attrited Customer,39,M,$40K - $60K,33,3,2088.0,2866,59,0.47
Existing Customer,39,F,$40K - $60K,36,1,11314.0,3761,70,0.0
Existing Customer,46,F,Unknown,36,2,4668.0,1612,47,0.0
Existing Customer,50,F,Unknown,36,2,6465.0,4490,68,0.29
Attrited Customer,43,F,Less than $40K,36,2,1536.0,1973,36,0.0
Existing Customer,59,F,Less than $40K,40,3,3297.0,4783,91,0.0
Existing Customer,45,F,Unknown,36,1,5989.0,4246,78,0.0
Existing Customer,52,F,Less than $40K,42,2,2012.0,3822,68,0.61
Existing Customer,55,F,Less than $40K,48,3,3968.0,4641,65,0.35
Existing Customer,52,M,$60K - $80K,44,2,3323.0,1599,47,0.7
Existing Customer,65,F,Unknown,36,1,5018.0,4028,81,0.22
Existing Customer,47,F,Less than $40K,38,2,1585.0,4656,80,0.82
Existing Customer,65,F,Less than $40K,50,3,7487.0,4070,63,0.26
Existing Customer,49,F,$40K - $60K,37,2,3943.0,4180,82,0.29
Existing Customer,62,M,$40K - $60K,48,1,1438.3,1406,27,0.0
Existing Customer,60,M,$40K - $60K,36,1,3281.0,1424,29,0.26
Existing Customer,47,F,Less than $40K,39,2,2915.0,4037,83,0.83
Existing Customer,40,F,Less than $40K,33,1,2628.0,4316,72,0.67
Existing Customer,50,M,$60K - $80K,38,1,10762.0,4509,71,0.06
Existing Customer,41,M,Less than $40K,36,1,1950.0,4630,84,0.51
Existing Customer,63,F,$40K - $60K,53,2,3067.0,1420,32,0.61
Existing Customer,42,F,Unknown,32,3,9749.0,4684,86,0.09
Existing Customer,46,F,$40K - $60K,34,3,3336.0,5577,95,0.51
Existing Customer,45,F,Unknown,26,3,16317.0,2944,71,0.0
Existing Customer,41,M,$80K - $120K,33,3,4388.0,4406,74,0.35
Attrited Customer,59,F,$40K - $60K,36,3,1665.0,2748,40,0.0
Existing Customer,46,M,$60K - $80K,38,3,15483.0,4678,80,0.11
Existing Customer,55,F,Less than $40K,43,2,2239.0,4540,73,0.6
Attrited Customer,37,M,$40K - $60K,36,2,1696.0,2095,43,0.0
Existing Customer,57,F,Less than $40K,50,2,1665.0,4420,86,0.59
Attrited Customer,39,F,$40K - $60K,28,2,7596.0,2164,45,0.29
Existing Customer,49,M,$80K - $120K,33,1,6278.0,1087,33,0.07
Existing Customer,42,M,$40K - $60K,27,3,2437.0,8028,77,0.7
Existing Customer,44,M,$40K - $60K,31,1,2197.0,4548,64,0.0
Attrited Customer,54,F,$40K - $60K,34,3,4948.0,1796,41,0.0
Existing Customer,56,M,$120K +,50,3,16254.0,2502,55,0.09
Existing Customer,45,F,Less than $40K,30,2,2059.0,4110,71,0.54
Existing Customer,52,M,$80K - $120K,42,3,21782.0,1537,35,0.05
Existing Customer,44,F,Unknown,33,3,13349.0,3534,78,0.0
Existing Customer,44,F,Less than $40K,38,4,7182.0,4294,67,0.25
Existing Customer,51,F,$40K - $60K,38,3,5536.0,4281,82,0.0
Existing Customer,48,F,Unknown,35,3,6074.0,4504,90,0.0
Attrited Customer,35,F,Less than $40K,27,3,3876.0,7712,73,0.0
Existing Customer,49,M,$60K - $80K,29,3,1438.3,3016,80,0.37
Existing Customer,46,M,$60K - $80K,36,2,1621.0,4719,73,0.49
Existing Customer,26,M,Less than $40K,20,2,1438.3,2546,40,0.34
Attrited Customer,31,M,Less than $40K,36,2,6911.0,8123,71,0.36
Existing Customer,45,M,$80K - $120K,39,1,17996.0,1589,30,0.05
Existing Customer,42,F,$40K - $60K,36,3,3734.0,4792,87,0.67
Existing Customer,48,M,$80K - $120K,44,1,11332.0,4674,72,0.14
Attrited Customer,62,M,$60K - $80K,46,3,7547.0,5294,73,0.33
Existing Customer,55,M,$80K - $120K,46,1,10795.0,7855,81,0.0
Attrited Customer,46,M,$40K - $60K,34,3,16547.0,1561,41,0.0
Existing Customer,32,F,Less than $40K,22,3,1438.3,4885,78,0.73
Existing Customer,45,F,Less than $40K,36,2,2020.0,4951,85,0.55
Existing Customer,38,M,$120K +,29,3,9703.0,4190,81,0.1
Existing Customer,53,F,Less than $40K,34,2,6721.0,3718,51,0.17
Existing Customer,49,F,Less than $40K,39,3,2821.0,8220,103,0.71
Attrited Customer,36,F,$40K - $60K,22,3,2013.0,2425,50,0.0
Existing Customer,39,F,Less than $40K,22,3,5454.0,2674,67,0.2
Existing Customer,47,M,$60K - $80K,38,1,21304.0,1770,25,0.07
Existing Customer,50,F,$40K - $60K,43,2,17304.0,1756,33,0.14
Existing Customer,44,M,$120K +,34,3,8874.0,1849,56,0.18
Attrited Customer,46,F,Less than $40K,36,3,15164.0,8356,68,0.04
Attrited Customer,47,F,Less than $40K,39,3,3899.0,2182,40,0.0
Existing Customer,49,M,$80K - $120K,45,2,2453.0,4185,66,0.62
Existing Customer,44,F,Less than $40K,32,3,2540.0,5039,82,0.62
Attrited Customer,50,M,$120K +,36,2,16081.0,6100,61,0.03
Attrited Customer,40,F,Less than $40K,21,2,2984.0,2373,53,0.84
Existing Customer,56,M,$60K - $80K,39,1,3955.0,1238,25,0.64
Existing Customer,36,M,$80K - $120K,36,3,2262.0,4116,84,0.64
Existing Customer,46,F,Less than $40K,40,4,2711.0,5084,79,0.66
Existing Customer,54,F,Less than $40K,48,3,6814.0,1339,30,0.23
Existing Customer,36,F,Less than $40K,26,3,2002.0,2411,60,0.69
Existing Customer,56,F,Less than $40K,45,2,2235.0,1229,27,0.0
Existing Customer,38,F,$40K - $60K,36,3,5576.0,4322,85,0.0
Existing Customer,37,F,Unknown,24,2,10584.0,1567,33,0.15
Existing Customer,45,F,Less than $40K,34,1,8694.0,1753,49,0.11
Existing Customer,37,M,$60K - $80K,26,2,14485.0,3895,87,0.15
Existing Customer,47,M,$60K - $80K,36,3,21142.0,4360,66,0.0
Existing Customer,56,F,Less than $40K,49,1,5097.0,2052,45,0.23
Existing Customer,43,F,$40K - $60K,31,3,4091.0,5244,87,0.27
Existing Customer,44,F,$40K - $60K,24,1,8495.0,1950,31,0.18
Existing Customer,43,F,Less than $40K,36,1,9684.0,1400,31,0.26
Existing Customer,57,M,$60K - $80K,36,1,3478.0,1409,49,0.72
Existing Customer,49,M,$60K - $80K,38,1,2461.0,1729,35,0.64
Existing Customer,49,M,$60K - $80K,36,2,15942.0,1742,41,0.0
Existing Customer,59,M,$60K - $80K,53,1,12554.0,1422,30,0.17
Attrited Customer,53,M,$80K - $120K,36,3,4503.0,748,20,0.0
Existing Customer,44,F,$40K - $60K,37,1,3410.0,5102,63,0.33
Existing Customer,43,M,$40K - $60K,31,1,7564.0,4743,82,0.0
Existing Customer,40,F,Less than $40K,32,3,2107.0,4858,73,0.45
Attrited Customer,58,M,$40K - $60K,45,1,3421.0,992,21,0.74
Existing Customer,53,M,$120K +,41,3,1612.0,1564,33,0.46
Existing Customer,37,F,Less than $40K,19,3,12535.0,3283,74,0.16
Existing Customer,41,M,$60K - $80K,31,2,13116.0,4800,61,0.09
Existing Customer,53,M,$60K - $80K,43,3,8404.0,4811,56,0.18
Attrited Customer,42,F,Unknown,30,1,3578.0,1015,36,0.0
Existing Customer,29,M,$60K - $80K,36,3,5346.0,3253,80,0.0
Existing Customer,48,F,$40K - $60K,36,4,7268.0,4199,80,0.0
Existing Customer,47,F,$40K - $60K,29,1,2636.0,3858,70,0.6
Existing Customer,51,M,$80K - $120K,35,2,6205.0,4605,88,0.36
Attrited Customer,40,F,Less than $40K,30,3,3319.0,4840,44,0.0
Attrited Customer,38,F,Less than $40K,27,3,1438.3,2478,45,0.0
Existing Customer,39,F,Unknown,36,3,8096.0,1794,41,0.18
Existing Customer,44,F,Less than $40K,33,3,3075.0,3534,53,0.82
Attrited Customer,40,F,Less than $40K,21,2,1728.0,2191,38,0.0
Existing Customer,57,F,$40K - $60K,36,1,8184.0,4134,71,0.18
Existing Customer,49,F,Less than $40K,44,2,3537.0,4726,78,0.0
Existing Customer,48,F,$40K - $60K,40,1,1919.0,1505,33,0.4
Existing Customer,56,M,$60K - $80K,43,1,3110.0,3395,75,0.76
Attrited Customer,58,M,$120K +,46,3,16163.0,2171,48,0.0
Existing Customer,63,M,Less than $40K,51,3,6102.0,4527,67,0.0
Attrited Customer,49,F,Less than $40K,33,3,2910.0,2648,41,0.0
Existing Customer,42,F,Unknown,34,3,15449.0,4098,81,0.0
Existing Customer,40,F,Less than $40K,29,1,2694.0,3366,56,0.68
Attrited Customer,49,F,Unknown,38,2,11025.0,1902,28,0.0
Existing Customer,38,F,Unknown,28,3,16049.0,1989,33,0.05
Existing Customer,56,F,Less than $40K,51,2,3617.0,5416,76,0.24
Attrited Customer,51,F,Less than $40K,32,2,1757.0,2377,47,0.19
Existing Customer,38,F,Less than $40K,26,2,1934.0,4019,78,0.51
Existing Customer,41,M,$120K +,36,2,18214.0,1344,21,0.11
Existing Customer,30,F,Less than $40K,36,2,7087.0,1712,37,0.15
Existing Customer,48,F,Less than $40K,36,3,1438.3,3868,80,0.56
Existing Customer,65,M,$40K - $60K,53,2,2507.0,3325,67,0.64
Existing Customer,51,F,Less than $40K,42,3,3236.0,3952,80,0.0
Attrited Customer,50,M,$60K - $80K,45,2,21096.0,1882,39,0.0
Existing Customer,50,F,$40K - $60K,35,3,2784.0,4904,81,0.88
Existing Customer,58,F,Less than $40K,46,1,2799.0,4214,83,0.55
Existing Customer,46,F,Less than $40K,42,2,7616.0,2006,52,0.16
Existing Customer,45,M,$40K - $60K,33,3,11529.0,8135,97,0.16
Attrited Customer,54,F,Unknown,49,2,13184.0,2047,33,0.0
Existing Customer,39,M,$60K - $80K,36,3,5471.0,1992,46,0.38
Attrited Customer,48,F,Unknown,36,3,1630.0,1884,43,0.76
Existing Customer,54,F,Less than $40K,45,1,2513.0,1454,30,0.45
Existing Customer,53,F,$40K - $60K,40,3,2772.0,5313,68,0.87
Existing Customer,27,F,Less than $40K,19,1,4255.0,2236,57,0.41
Attrited Customer,38,F,Less than $40K,32,3,3775.0,2031,36,0.0
Existing Customer,51,M,$60K - $80K,36,3,5993.0,3464,64,0.26
Attrited Customer,42,F,Less than $40K,33,2,13453.0,1904,42,0.19
Existing Customer,59,F,Less than $40K,40,3,2687.0,4697,81,0.91
Attrited Customer,63,M,$60K - $80K,51,3,11619.0,2395,49,0.0
Existing Customer,36,M,$60K - $80K,36,3,4108.0,2275,58,0.4
Existing Customer,64,F,$40K - $60K,52,2,4999.0,1601,48,0.46
Existing Customer,37,M,$40K - $60K,31,3,3216.0,4039,81,0.0
Attrited Customer,48,M,$40K - $60K,42,3,2760.0,1759,34,0.0
Existing Customer,56,M,$60K - $80K,50,3,6735.0,1249,28,0.34
Existing Customer,62,F,Unknown,51,3,10826.0,1355,34,0.12
Existing Customer,35,F,Less than $40K,22,2,3009.0,5329,82,0.84
Existing Customer,51,M,$80K - $120K,36,1,3418.0,1887,20,0.0
Existing Customer,44,F,Less than $40K,40,2,2232.0,3803,68,0.9
Existing Customer,32,M,$40K - $60K,18,1,4583.0,2395,57,0.35
Existing Customer,56,M,$120K +,49,1,8902.0,969,29,0.22
Attrited Customer,39,F,Unknown,36,2,12405.0,3151,39,0.0
Existing Customer,50,F,$40K - $60K,39,3,1844.0,5056,81,0.75
Attrited Customer,41,F,Less than $40K,36,2,1655.0,2156,37,0.0
Existing Customer,62,M,Less than $40K,48,3,5844.0,3546,65,0.34
Existing Customer,38,F,Less than $40K,30,1,2569.0,1190,46,0.62
Existing Customer,43,M,$60K - $80K,31,1,23457.0,7370,96,0.11
Existing Customer,44,M,$80K - $120K,37,1,2617.0,3104,70,0.96
Attrited Customer,38,F,$40K - $60K,26,2,2669.0,2271,31,0.0
Existing Customer,47,M,$60K - $80K,36,1,1983.0,5065,80,0.5
Existing Customer,49,F,Less than $40K,39,2,1909.0,4697,83,0.45
Existing Customer,44,M,$40K - $60K,34,3,5331.0,1766,39,0.37
Existing Customer,55,F,Less than $40K,36,3,1886.0,4233,81,0.54
Existing Customer,39,F,Less than $40K,28,3,2077.0,3647,69,0.0
Existing Customer,57,F,Less than $40K,51,3,3545.0,3691,69,0.41
Attrited Customer,42,F,Less than $40K,30,3,1438.3,1693,37,0.0
Attrited Customer,39,F,Less than $40K,36,1,3651.0,862,19,0.0
Existing Customer,48,F,$40K - $60K,37,3,1438.3,5035,76,0.0
Existing Customer,42,M,$60K - $80K,29,3,12294.0,7906,87,0.2
Existing Customer,47,F,Unknown,36,2,12581.0,4427,76,0.1
Existing Customer,54,F,Less than $40K,41,2,1438.3,4217,72,0.57
Existing Customer,54,F,Unknown,42,1,11794.0,5547,87,0.09
Existing Customer,50,F,$40K - $60K,39,2,3028.0,4144,64,0.44
Existing Customer,39,F,Unknown,21,1,5024.0,1925,40,0.32
Existing Customer,49,F,Less than $40K,38,3,1652.0,1771,47,0.49
Existing Customer,62,M,$60K - $80K,36,1,2796.0,4820,74,0.0
Existing Customer,35,M,$60K - $80K,28,3,6921.0,1931,35,0.31
Existing Customer,49,M,$40K - $60K,32,3,3114.0,5219,86,0.71
Existing Customer,51,M,$60K - $80K,42,3,13906.0,3856,68,0.1
Existing Customer,34,F,Less than $40K,29,1,5387.0,2596,59,0.15
Existing Customer,65,M,Unknown,53,2,10775.0,3432,70,0.17
Existing Customer,51,F,$40K - $60K,44,2,16406.0,4075,75,0.0
Existing Customer,51,F,Less than $40K,43,3,3683.0,4684,86,0.28
Existing Customer,42,F,Unknown,36,3,17536.0,1411,28,0.09
Existing Customer,41,M,$120K +,32,3,5489.0,4085,65,0.28
Existing Customer,63,M,Unknown,36,3,7108.0,3787,68,0.08
Attrited Customer,56,M,$60K - $80K,46,3,2340.0,781,15,0.82
Attrited Customer,47,F,Less than $40K,36,2,5667.0,2176,38,0.44
Existing Customer,45,F,Less than $40K,32,1,3335.0,5321,78,0.67
Existing Customer,52,M,$120K +,37,3,14543.0,1536,37,0.0
Existing Customer,49,F,Unknown,43,3,2874.0,4617,89,0.0
Attrited Customer,49,F,$40K - $60K,41,3,1438.3,2030,37,0.36
Attrited Customer,45,F,$40K - $60K,41,3,1477.0,2214,43,0.0
Existing Customer,39,F,$40K - $60K,26,1,2575.0,1487,33,0.55
Existing Customer,56,M,$80K - $120K,36,1,12786.0,1205,19,0.15
Existing Customer,39,M,$60K - $80K,36,3,1982.0,4313,62,0.88
Existing Customer,54,M,$60K - $80K,42,2,3583.0,1065,28,0.0
Existing Customer,42,F,Less than $40K,28,3,3044.0,4854,85,0.61
Existing Customer,42,M,$40K - $60K,36,3,2502.0,3763,75,0.6
Existing Customer,38,F,Less than $40K,32,3,1755.0,5000,79,0.43
Existing Customer,52,F,$40K - $60K,42,3,3416.0,8254,75,0.58
Existing Customer,43,F,Less than $40K,33,4,1884.0,4591,85,0.64
Attrited Customer,51,F,Less than $40K,41,3,2791.0,2584,49,0.34
Existing Customer,37,F,Less than $40K,26,2,2586.0,4883,73,0.32
Existing Customer,52,F,$40K - $60K,41,2,3035.0,4104,79,0.65
